nama_kabupaten_kota,tahun,gini_ratio,tingkat_penganggur_terbuka,rata_rata_inflasi_tahunan,indeks_pembangunan_manusia,persentase_penduduk_miskin
KABUPATEN BEKASI,2023,0.425,5.65,15.133333333333303,71.76,7.62
KABUPATEN BANDUNG BARAT,2023,0.425,5.65,15.133333333333303,74.63,7.62
KABUPATEN BANDUNG BARAT,2023,0.425,5.65,15.133333333333303,59.98,7.62
KABUPATEN PANGANDARAN,2023,0.425,5.65,15.133333333333303,73.58,7.62
KABUPATEN PANGANDARAN,2023,0.425,5.65,15.133333333333303,66.25,7.62
KOTA BOGOR,2023,0.425,5.65,15.133333333333303,82.45,7.62
KOTA BOGOR,2023,0.425,5.65,15.133333333333303,75.12,7.62
KOTA SUKABUMI,2023,0.425,5.65,15.133333333333303,81.03,7.62
KOTA SUKABUMI,2023,0.425,5.65,15.133333333333303,74.83,7.62
KOTA BANDUNG,2023,0.425,5.65,15.133333333333303,86.53,7.62
KOTA BANDUNG,2023,0.425,5.65,15.133333333333303,81.95,7.62
KOTA CIREBON,2023,0.425,5.65,15.133333333333303,79.4,7.62
KOTA CIREBON,2023,0.425,5.65,15.133333333333303,75.87,7.62
KOTA BEKASI,2023,0.425,5.65,15.133333333333303,87.4,7.62
KOTA BEKASI,2023,0.425,5.65,15.133333333333303,81.74,7.62
KOTA DEPOK,2023,0.425,5.65,15.133333333333303,86.58,7.62
KOTA DEPOK,2023,0.425,5.65,15.133333333333303,80.9,7.62
KOTA CIMAHI,2023,0.425,5.65,15.133333333333303,83.65,7.62
KOTA CIMAHI,2023,0.425,5.65,15.133333333333303,76.96,7.62
KOTA TASIKMALAYA,2023,0.425,5.65,15.133333333333303,77.55,7.62
KOTA TASIKMALAYA,2023,0.425,5.65,15.133333333333303,71.45,7.62
KOTA BANJAR,2023,0.425,5.65,15.133333333333303,78.03,7.62
KOTA BANJAR,2023,0.425,5.65,15.133333333333303,68.55,7.62
KABUPATEN BOGOR,2023,,7.92,15.133333333333303,76.4,7.62
KABUPATEN BOGOR,2023,,7.92,15.133333333333303,68.91,7.62
KABUPATEN SUKABUMI,2023,,7.92,15.133333333333303,73.42,7.62
KABUPATEN SUKABUMI,2023,,7.92,15.133333333333303,64.83,7.62
KABUPATEN CIANJUR,2023,,7.92,15.133333333333303,70.99,7.62
KABUPATEN CIANJUR,2023,,7.92,15.133333333333303,60.46,7.62
KABUPATEN BANDUNG,2023,,7.92,15.133333333333303,76.71,7.62
KABUPATEN BANDUNG,2023,,7.92,15.133333333333303,72.13,7.62
KABUPATEN GARUT,2023,,7.92,15.133333333333303,72.47,7.62
KABUPATEN GARUT,2023,,7.92,15.133333333333303,60.42,7.62
KABUPATEN TASIKMALAYA,2023,,7.92,15.133333333333303,72.3,7.62
KABUPATEN TASIKMALAYA,2023,,7.92,15.133333333333303,62.91,7.62
KABUPATEN CIAMIS,2023,,7.92,15.133333333333303,77.25,7.62
KABUPATEN CIAMIS,2023,,7.92,15.133333333333303,67.4,7.62
KABUPATEN KUNINGAN,2023,,7.92,15.133333333333303,75.98,7.62
KABUPATEN KUNINGAN,2023,,7.92,15.133333333333303,66.34,7.62
KABUPATEN CIREBON,2023,,7.92,15.133333333333303,75.59,7.62
KABUPATEN CIREBON,2023,,7.92,15.133333333333303,63.71,7.62
KABUPATEN MAJALENGKA,2023,,7.92,15.133333333333303,73.52,7.62
KABUPATEN MAJALENGKA,2023,,7.92,15.133333333333303,64.01,7.62
KABUPATEN SUMEDANG,2023,,7.92,15.133333333333303,76.4,7.62
KABUPATEN SUMEDANG,2023,,7.92,15.133333333333303,72.89,7.62
KABUPATEN INDRAMAYU,2023,,7.92,15.133333333333303,73.55,7.62
KABUPATEN INDRAMAYU,2023,,7.92,15.133333333333303,65.32,7.62
KABUPATEN SUBANG,2023,,7.92,15.133333333333303,74.42,7.62
KABUPATEN SUBANG,2023,,7.92,15.133333333333303,67.94,7.62
KABUPATEN PURWAKARTA,2023,,7.92,15.133333333333303,77.01,7.62
KABUPATEN PURWAKARTA,2023,,7.92,15.133333333333303,67.06,7.62
KABUPATEN KARAWANG,2023,,7.92,15.133333333333303,76.02,7.62
KABUPATEN KARAWANG,2023,,7.92,15.133333333333303,69.23,7.62
KABUPATEN BEKASI,2023,,7.92,15.133333333333303,80.15,7.62
KABUPATEN BEKASI,2023,,7.92,15.133333333333303,71.76,7.62
KABUPATEN BANDUNG BARAT,2023,,7.92,15.133333333333303,74.63,7.62
KABUPATEN BANDUNG BARAT,2023,,7.92,15.133333333333303,59.98,7.62
KABUPATEN PANGANDARAN,2023,,7.92,15.133333333333303,73.58,7.62
KABUPATEN PANGANDARAN,2023,,7.92,15.133333333333303,66.25,7.62
KOTA BOGOR,2023,,7.92,15.133333333333303,82.45,7.62
KOTA BOGOR,2023,,7.92,15.133333333333303,75.12,7.62
KOTA SUKABUMI,2023,,7.92,15.133333333333303,81.03,7.62
KOTA SUKABUMI,2023,,7.92,15.133333333333303,74.83,7.62
KOTA BANDUNG,2023,,7.92,15.133333333333303,86.53,7.62
KOTA BANDUNG,2023,,7.92,15.133333333333303,81.95,7.62
KOTA CIREBON,2023,,7.92,15.133333333333303,79.4,7.62
KOTA CIREBON,2023,,7.92,15.133333333333303,75.87,7.62
KOTA BEKASI,2023,,7.92,15.133333333333303,87.4,7.62
KOTA BEKASI,2023,,7.92,15.133333333333303,81.74,7.62
KOTA DEPOK,2023,,7.92,15.133333333333303,86.58,7.62
KOTA DEPOK,2023,,7.92,15.133333333333303,80.9,7.62
KOTA CIMAHI,2023,,7.92,15.133333333333303,83.65,7.62
KOTA CIMAHI,2023,,7.92,15.133333333333303,76.96,7.62
KOTA TASIKMALAYA,2023,,7.92,15.133333333333303,77.55,7.62
KOTA TASIKMALAYA,2023,,7.92,15.133333333333303,71.45,7.62
KOTA BANJAR,2023,,7.92,15.133333333333303,78.03,7.62
KOTA BANJAR,2023,,7.92,15.133333333333303,68.55,7.62
KABUPATEN BOGOR,2023,,5.65,15.133333333333303,76.4,7.62
KABUPATEN BOGOR,2023,,5.65,15.133333333333303,68.91,7.62
KABUPATEN SUKABUMI,2023,,5.65,15.133333333333303,73.42,7.62
KABUPATEN SUKABUMI,2023,,5.65,15.133333333333303,64.83,7.62
KABUPATEN CIANJUR,2023,,5.65,15.133333333333303,70.99,7.62
KABUPATEN CIANJUR,2023,,5.65,15.133333333333303,60.46,7.62
KABUPATEN BANDUNG,2023,,5.65,15.133333333333303,76.71,7.62
KABUPATEN BANDUNG,2023,,5.65,15.133333333333303,72.13,7.62
KABUPATEN GARUT,2023,,5.65,15.133333333333303,72.47,7.62
KABUPATEN GARUT,2023,,5.65,15.133333333333303,60.42,7.62
KABUPATEN TASIKMALAYA,2023,,5.65,15.133333333333303,72.3,7.62
KABUPATEN TASIKMALAYA,2023,,5.65,15.133333333333303,62.91,7.62
KABUPATEN CIAMIS,2023,,5.65,15.133333333333303,77.25,7.62
KABUPATEN CIAMIS,2023,,5.65,15.133333333333303,67.4,7.62
KABUPATEN KUNINGAN,2023,,5.65,15.133333333333303,75.98,7.62
KABUPATEN KUNINGAN,2023,,5.65,15.133333333333303,66.34,7.62
KABUPATEN CIREBON,2023,,5.65,15.133333333333303,75.59,7.62
KABUPATEN CIREBON,2023,,5.65,15.133333333333303,63.71,7.62
KABUPATEN MAJALENGKA,2023,,5.65,15.133333333333303,73.52,7.62
KABUPATEN MAJALENGKA,2023,,5.65,15.133333333333303,64.01,7.62
KABUPATEN SUMEDANG,2023,,5.65,15.133333333333303,76.4,7.62
KABUPATEN SUMEDANG,2023,,5.65,15.133333333333303,72.89,7.62
KABUPATEN INDRAMAYU,2023,,5.65,15.133333333333303,73.55,7.62
KABUPATEN INDRAMAYU,2023,,5.65,15.133333333333303,65.32,7.62
KABUPATEN SUBANG,2023,,5.65,15.133333333333303,74.42,7.62
KABUPATEN SUBANG,2023,,5.65,15.133333333333303,67.94,7.62
KABUPATEN PURWAKARTA,2023,,5.65,15.133333333333303,77.01,7.62
KABUPATEN PURWAKARTA,2023,,5.65,15.133333333333303,67.06,7.62
KABUPATEN KARAWANG,2023,,5.65,15.133333333333303,76.02,7.62
KABUPATEN KARAWANG,2023,,5.65,15.133333333333303,69.23,7.62
KABUPATEN BEKASI,2023,,5.65,15.133333333333303,80.15,7.62
KABUPATEN BEKASI,2023,,5.65,15.133333333333303,71.76,7.62
KABUPATEN BANDUNG BARAT,2023,,5.65,15.133333333333303,74.63,7.62
KABUPATEN BANDUNG BARAT,2023,,5.65,15.133333333333303,59.98,7.62
KABUPATEN PANGANDARAN,2023,,5.65,15.133333333333303,73.58,7.62
KABUPATEN PANGANDARAN,2023,,5.65,15.133333333333303,66.25,7.62
KOTA BOGOR,2023,,5.65,15.133333333333303,82.45,7.62
KOTA BOGOR,2023,,5.65,15.133333333333303,75.12,7.62
KOTA SUKABUMI,2023,,5.65,15.133333333333303,81.03,7.62
KOTA SUKABUMI,2023,,5.65,15.133333333333303,74.83,7.62
KOTA BANDUNG,2023,,5.65,15.133333333333303,86.53,7.62
KOTA BANDUNG,2023,,5.65,15.133333333333303,81.95,7.62
KOTA CIREBON,2023,,5.65,15.133333333333303,79.4,7.62
KOTA CIREBON,2023,,5.65,15.133333333333303,75.87,7.62
KOTA BEKASI,2023,,5.65,15.133333333333303,87.4,7.62
KOTA BEKASI,2023,,5.65,15.133333333333303,81.74,7.62
KOTA DEPOK,2023,,5.65,15.133333333333303,86.58,7.62
KOTA DEPOK,2023,,5.65,15.133333333333303,80.9,7.62
KOTA CIMAHI,2023,,5.65,15.133333333333303,83.65,7.62
KOTA CIMAHI,2023,,5.65,15.133333333333303,76.96,7.62
KOTA TASIKMALAYA,2023,,5.65,15.133333333333303,77.55,7.62
KOTA TASIKMALAYA,2023,,5.65,15.133333333333303,71.45,7.62
KOTA BANJAR,2023,,5.65,15.133333333333303,78.03,7.62
KOTA BANJAR,2023,,5.65,15.133333333333303,68.55,7.62
KABUPATEN BOGOR,2024,0.421,6.98,13.724999999999904,77.04,7.46
KABUPATEN BOGOR,2024,0.421,6.98,13.724999999999904,69.47,7.46
KABUPATEN SUKABUMI,2024,0.421,6.98,13.724999999999904,73.88,7.46
KABUPATEN SUKABUMI,2024,0.421,6.98,13.724999999999904,65.45,7.46
KABUPATEN CIANJUR,2024,0.421,6.98,13.724999999999904,71.6,7.46
KABUPATEN CIANJUR,2024,0.421,6.98,13.724999999999904,61.18,7.46
KABUPATEN BANDUNG,2024,0.421,6.98,13.724999999999904,77.16,7.46
KABUPATEN BANDUNG,2024,0.421,6.98,13.724999999999904,72.71,7.46
KABUPATEN GARUT,2024,0.421,6.98,13.724999999999904,73.16,7.46
KABUPATEN GARUT,2024,0.421,6.98,13.724999999999904,61.09,7.46
KABUPATEN TASIKMALAYA,2024,0.421,6.98,13.724999999999904,72.92,7.46
KABUPATEN TASIKMALAYA,2024,0.421,6.98,13.724999999999904,63.51,7.46
KABUPATEN CIAMIS,2024,0.421,6.98,13.724999999999904,77.79,7.46
KABUPATEN CIAMIS,2024,0.421,6.98,13.724999999999904,68.05,7.46
KABUPATEN KUNINGAN,2024,0.421,6.98,13.724999999999904,76.48,7.46
KABUPATEN KUNINGAN,2024,0.421,6.98,13.724999999999904,66.96,7.46
KABUPATEN CIREBON,2024,0.421,6.98,13.724999999999904,76.04,7.46
KABUPATEN CIREBON,2024,0.421,6.98,13.724999999999904,64.44,7.46
KABUPATEN MAJALENGKA,2024,0.421,6.98,13.724999999999904,74.15,7.46
KABUPATEN MAJALENGKA,2024,0.421,6.98,13.724999999999904,64.63,7.46
KABUPATEN SUMEDANG,2024,0.421,6.98,13.724999999999904,76.89,7.46
KABUPATEN SUMEDANG,2024,0.421,6.98,13.724999999999904,73.47,7.46
KABUPATEN INDRAMAYU,2024,0.421,6.98,13.724999999999904,74.1,7.46
KABUPATEN INDRAMAYU,2024,0.421,6.98,13.724999999999904,65.97,7.46
KABUPATEN SUBANG,2024,0.421,6.98,13.724999999999904,74.95,7.46
KABUPATEN SUBANG,2024,0.421,6.98,13.724999999999904,68.62,7.46
KABUPATEN PURWAKARTA,2024,0.421,6.98,13.724999999999904,77.55,7.46
KABUPATEN PURWAKARTA,2024,0.421,6.98,13.724999999999904,67.61,7.46
KABUPATEN KARAWANG,2024,0.421,6.98,13.724999999999904,76.54,7.46
KABUPATEN KARAWANG,2024,0.421,6.98,13.724999999999904,69.83,7.46
KABUPATEN BEKASI,2024,0.421,6.98,13.724999999999904,80.77,7.46
KABUPATEN BEKASI,2024,0.421,6.98,13.724999999999904,72.47,7.46
KABUPATEN BANDUNG BARAT,2024,0.421,6.98,13.724999999999904,74.91,7.46
KABUPATEN BANDUNG BARAT,2024,0.421,6.98,13.724999999999904,60.69,7.46
KABUPATEN PANGANDARAN,2024,0.421,6.98,13.724999999999904,74.0,7.46
KABUPATEN PANGANDARAN,2024,0.421,6.98,13.724999999999904,66.88,7.46
KOTA BOGOR,2024,0.421,6.98,13.724999999999904,83.1,7.46
KOTA BOGOR,2024,0.421,6.98,13.724999999999904,75.84,7.46
KOTA SUKABUMI,2024,0.421,6.98,13.724999999999904,81.49,7.46
KOTA SUKABUMI,2024,0.421,6.98,13.724999999999904,75.45,7.46
KOTA BANDUNG,2024,0.421,6.98,13.724999999999904,86.94,7.46
KOTA BANDUNG,2024,0.421,6.98,13.724999999999904,82.48,7.46
KOTA CIREBON,2024,0.421,6.98,13.724999999999904,79.95,7.46
KOTA CIREBON,2024,0.421,6.98,13.724999999999904,76.62,7.46
KOTA BEKASI,2024,0.421,6.98,13.724999999999904,87.84,7.46
KOTA BEKASI,2024,0.421,6.98,13.724999999999904,82.24,7.46
KOTA DEPOK,2024,0.421,6.98,13.724999999999904,86.99,7.46
KOTA DEPOK,2024,0.421,6.98,13.724999999999904,81.51,7.46
KOTA CIMAHI,2024,0.421,6.98,13.724999999999904,84.21,7.46
KOTA CIMAHI,2024,0.421,6.98,13.724999999999904,77.71,7.46
KOTA TASIKMALAYA,2024,0.421,6.98,13.724999999999904,78.11,7.46
KOTA TASIKMALAYA,2024,0.421,6.98,13.724999999999904,72.03,7.46
KOTA BANJAR,2024,0.421,6.98,13.724999999999904,78.54,7.46
KOTA BANJAR,2024,0.421,6.98,13.724999999999904,69.21,7.46
KABUPATEN BOGOR,2024,0.421,5.84,13.724999999999904,77.04,7.46
KABUPATEN BOGOR,2024,0.421,5.84,13.724999999999904,69.47,7.46
KABUPATEN SUKABUMI,2024,0.421,5.84,13.724999999999904,73.88,7.46
KABUPATEN SUKABUMI,2024,0.421,5.84,13.724999999999904,65.45,7.46
KABUPATEN CIANJUR,2024,0.421,5.84,13.724999999999904,71.6,7.46
KABUPATEN CIANJUR,2024,0.421,5.84,13.724999999999904,61.18,7.46
KABUPATEN BANDUNG,2024,0.421,5.84,13.724999999999904,77.16,7.46
KABUPATEN BANDUNG,2024,0.421,5.84,13.724999999999904,72.71,7.46
KABUPATEN GARUT,2024,0.421,5.84,13.724999999999904,73.16,7.46
KABUPATEN GARUT,2024,0.421,5.84,13.724999999999904,61.09,7.46
KABUPATEN TASIKMALAYA,2024,0.421,5.84,13.724999999999904,72.92,7.46
KABUPATEN TASIKMALAYA,2024,0.421,5.84,13.724999999999904,63.51,7.46
KABUPATEN CIAMIS,2024,0.421,5.84,13.724999999999904,77.79,7.46
KABUPATEN CIAMIS,2024,0.421,5.84,13.724999999999904,68.05,7.46
KABUPATEN KUNINGAN,2024,0.421,5.84,13.724999999999904,76.48,7.46
KABUPATEN KUNINGAN,2024,0.421,5.84,13.724999999999904,66.96,7.46
KABUPATEN CIREBON,2024,0.421,5.84,13.724999999999904,76.04,7.46
KABUPATEN CIREBON,2024,0.421,5.84,13.724999999999904,64.44,7.46
KABUPATEN MAJALENGKA,2024,0.421,5.84,13.724999999999904,74.15,7.46
KABUPATEN MAJALENGKA,2024,0.421,5.84,13.724999999999904,64.63,7.46
KABUPATEN SUMEDANG,2024,0.421,5.84,13.724999999999904,76.89,7.46
KABUPATEN SUMEDANG,2024,0.421,5.84,13.724999999999904,73.47,7.46
KABUPATEN INDRAMAYU,2024,0.421,5.84,13.724999999999904,74.1,7.46
KABUPATEN INDRAMAYU,2024,0.421,5.84,13.724999999999904,65.97,7.46
KABUPATEN SUBANG,2024,0.421,5.84,13.724999999999904,74.95,7.46
KABUPATEN SUBANG,2024,0.421,5.84,13.724999999999904,68.62,7.46
KABUPATEN PURWAKARTA,2024,0.421,5.84,13.724999999999904,77.55,7.46
KABUPATEN PURWAKARTA,2024,0.421,5.84,13.724999999999904,67.61,7.46
KABUPATEN KARAWANG,2024,0.421,5.84,13.724999999999904,76.54,7.46
KABUPATEN KARAWANG,2024,0.421,5.84,13.724999999999904,69.83,7.46
KABUPATEN BEKASI,2024,0.421,5.84,13.724999999999904,80.77,7.46
KABUPATEN BEKASI,2024,0.421,5.84,13.724999999999904,72.47,7.46
KABUPATEN BANDUNG BARAT,2024,0.421,5.84,13.724999999999904,74.91,7.46
KABUPATEN BANDUNG BARAT,2024,0.421,5.84,13.724999999999904,60.69,7.46
KABUPATEN PANGANDARAN,2024,0.421,5.84,13.724999999999904,74.0,7.46
KABUPATEN PANGANDARAN,2024,0.421,5.84,13.724999999999904,66.88,7.46
KOTA BOGOR,2024,0.421,5.84,13.724999999999904,83.1,7.46
KOTA BOGOR,2024,0.421,5.84,13.724999999999904,75.84,7.46
KOTA SUKABUMI,2024,0.421,5.84,13.724999999999904,81.49,7.46
KOTA SUKABUMI,2024,0.421,5.84,13.724999999999904,75.45,7.46
KOTA BANDUNG,2024,0.421,5.84,13.724999999999904,86.94,7.46
KOTA BANDUNG,2024,0.421,5.84,13.724999999999904,82.48,7.46
KOTA CIREBON,2024,0.421,5.84,13.724999999999904,79.95,7.46
KOTA CIREBON,2024,0.421,5.84,13.724999999999904,76.62,7.46
KOTA BEKASI,2024,0.421,5.84,13.724999999999904,87.84,7.46
KOTA BEKASI,2024,0.421,5.84,13.724999999999904,82.24,7.46
KOTA DEPOK,2024,0.421,5.84,13.724999999999904,86.99,7.46
KOTA DEPOK,2024,0.421,5.84,13.724999999999904,81.51,7.46
KOTA CIMAHI,2024,0.421,5.84,13.724999999999904,84.21,7.46
KOTA CIMAHI,2024,0.421,5.84,13.724999999999904,77.71,7.46
KOTA TASIKMALAYA,2024,0.421,5.84,13.724999999999904,78.11,7.46
KOTA TASIKMALAYA,2024,0.421,5.84,13.724999999999904,72.03,7.46
KOTA BANJAR,2024,0.421,5.84,13.724999999999904,78.54,7.46
KOTA BANJAR,2024,0.421,5.84,13.724999999999904,69.21,7.46
KABUPATEN BOGOR,2024,0.428,6.98,13.724999999999904,77.04,7.46
KABUPATEN BOGOR,2024,0.428,6.98,13.724999999999904,69.47,7.46
KABUPATEN SUKABUMI,2024,0.428,6.98,13.724999999999904,73.88,7.46
KABUPATEN SUKABUMI,2024,0.428,6.98,13.724999999999904,65.45,7.46
KABUPATEN CIANJUR,2024,0.428,6.98,13.724999999999904,71.6,7.46
KABUPATEN CIANJUR,2024,0.428,6.98,13.724999999999904,61.18,7.46
KABUPATEN BANDUNG,2024,0.428,6.98,13.724999999999904,77.16,7.46
KABUPATEN BANDUNG,2024,0.428,6.98,13.724999999999904,72.71,7.46
KABUPATEN GARUT,2024,0.428,6.98,13.724999999999904,73.16,7.46
KABUPATEN GARUT,2024,0.428,6.98,13.724999999999904,61.09,7.46
KABUPATEN TASIKMALAYA,2024,0.428,6.98,13.724999999999904,72.92,7.46
KABUPATEN TASIKMALAYA,2024,0.428,6.98,13.724999999999904,63.51,7.46
KABUPATEN CIAMIS,2024,0.428,6.98,13.724999999999904,77.79,7.46
KABUPATEN CIAMIS,2024,0.428,6.98,13.724999999999904,68.05,7.46
KABUPATEN KUNINGAN,2024,0.428,6.98,13.724999999999904,76.48,7.46
KABUPATEN KUNINGAN,2024,0.428,6.98,13.724999999999904,66.96,7.46
KABUPATEN CIREBON,2024,0.428,6.98,13.724999999999904,76.04,7.46
KABUPATEN CIREBON,2024,0.428,6.98,13.724999999999904,64.44,7.46
KABUPATEN MAJALENGKA,2024,0.428,6.98,13.724999999999904,74.15,7.46
KABUPATEN MAJALENGKA,2024,0.428,6.98,13.724999999999904,64.63,7.46
KABUPATEN SUMEDANG,2024,0.428,6.98,13.724999999999904,76.89,7.46
KABUPATEN SUMEDANG,2024,0.428,6.98,13.724999999999904,73.47,7.46
KABUPATEN INDRAMAYU,2024,0.428,6.98,13.724999999999904,74.1,7.46
KABUPATEN INDRAMAYU,2024,0.428,6.98,13.724999999999904,65.97,7.46
KABUPATEN SUBANG,2024,0.428,6.98,13.724999999999904,74.95,7.46
KABUPATEN SUBANG,2024,0.428,6.98,13.724999999999904,68.62,7.46
KABUPATEN PURWAKARTA,2024,0.428,6.98,13.724999999999904,77.55,7.46
KABUPATEN PURWAKARTA,2024,0.428,6.98,13.724999999999904,67.61,7.46
KABUPATEN KARAWANG,2024,0.428,6.98,13.724999999999904,76.54,7.46
KABUPATEN KARAWANG,2024,0.428,6.98,13.724999999999904,69.83,7.46
KABUPATEN BEKASI,2024,0.428,6.98,13.724999999999904,80.77,7.46
KABUPATEN BEKASI,2024,0.428,6.98,13.724999999999904,72.47,7.46
KABUPATEN BANDUNG BARAT,2024,0.428,6.98,13.724999999999904,74.91,7.46
KABUPATEN BANDUNG BARAT,2024,0.428,6.98,13.724999999999904,60.69,7.46
KABUPATEN PANGANDARAN,2024,0.428,6.98,13.724999999999904,74.0,7.46
KABUPATEN PANGANDARAN,2024,0.428,6.98,13.724999999999904,66.88,7.46
KOTA BOGOR,2024,0.428,6.98,13.724999999999904,83.1,7.46
KOTA BOGOR,2024,0.428,6.98,13.724999999999904,75.84,7.46
KOTA SUKABUMI,2024,0.428,6.98,13.724999999999904,81.49,7.46
KOTA SUKABUMI,2024,0.428,6.98,13.724999999999904,75.45,7.46
KOTA BANDUNG,2024,0.428,6.98,13.724999999999904,86.94,7.46
KOTA BANDUNG,2024,0.428,6.98,13.724999999999904,82.48,7.46
KOTA CIREBON,2024,0.428,6.98,13.724999999999904,79.95,7.46
KOTA CIREBON,2024,0.428,6.98,13.724999999999904,76.62,7.46
KOTA BEKASI,2024,0.428,6.98,13.724999999999904,87.84,7.46
KOTA BEKASI,2024,0.428,6.98,13.724999999999904,82.24,7.46
KOTA DEPOK,2024,0.428,6.98,13.724999999999904,86.99,7.46
KOTA DEPOK,2024,0.428,6.98,13.724999999999904,81.51,7.46
KOTA CIMAHI,2024,0.428,6.98,13.724999999999904,84.21,7.46
KOTA CIMAHI,2024,0.428,6.98,13.724999999999904,77.71,7.46
KOTA TASIKMALAYA,2024,0.428,6.98,13.724999999999904,78.11,7.46
KOTA TASIKMALAYA,2024,0.428,6.98,13.724999999999904,72.03,7.46
KOTA BANJAR,2024,0.428,6.98,13.724999999999904,78.54,7.46
KOTA BANJAR,2024,0.428,6.98,13.724999999999904,69.21,7.46
KABUPATEN BOGOR,2024,0.428,5.84,13.724999999999904,77.04,7.46
KABUPATEN BOGOR,2024,0.428,5.84,13.724999999999904,69.47,7.46
KABUPATEN SUKABUMI,2024,0.428,5.84,13.724999999999904,73.88,7.46
KABUPATEN SUKABUMI,2024,0.428,5.84,13.724999999999904,65.45,7.46
KABUPATEN CIANJUR,2024,0.428,5.84,13.724999999999904,71.6,7.46
KABUPATEN CIANJUR,2024,0.428,5.84,13.724999999999904,61.18,7.46
KABUPATEN BANDUNG,2024,0.428,5.84,13.724999999999904,77.16,7.46
KABUPATEN BANDUNG,2024,0.428,5.84,13.724999999999904,72.71,7.46
KABUPATEN GARUT,2024,0.428,5.84,13.724999999999904,73.16,7.46
KABUPATEN GARUT,2024,0.428,5.84,13.724999999999904,61.09,7.46
KABUPATEN TASIKMALAYA,2024,0.428,5.84,13.724999999999904,72.92,7.46
KABUPATEN TASIKMALAYA,2024,0.428,5.84,13.724999999999904,63.51,7.46
KABUPATEN CIAMIS,2024,0.428,5.84,13.724999999999904,77.79,7.46
KABUPATEN CIAMIS,2024,0.428,5.84,13.724999999999904,68.05,7.46
KABUPATEN KUNINGAN,2024,0.428,5.84,13.724999999999904,76.48,7.46
KABUPATEN KUNINGAN,2024,0.428,5.84,13.724999999999904,66.96,7.46
KABUPATEN CIREBON,2024,0.428,5.84,13.724999999999904,76.04,7.46
KABUPATEN CIREBON,2024,0.428,5.84,13.724999999999904,64.44,7.46
KABUPATEN MAJALENGKA,2024,0.428,5.84,13.724999999999904,74.15,7.46
KABUPATEN MAJALENGKA,2024,0.428,5.84,13.724999999999904,64.63,7.46
KABUPATEN SUMEDANG,2024,0.428,5.84,13.724999999999904,76.89,7.46
KABUPATEN SUMEDANG,2024,0.428,5.84,13.724999999999904,73.47,7.46
KABUPATEN INDRAMAYU,2024,0.428,5.84,13.724999999999904,74.1,7.46
KABUPATEN INDRAMAYU,2024,0.428,5.84,13.724999999999904,65.97,7.46
KABUPATEN SUBANG,2024,0.428,5.84,13.724999999999904,74.95,7.46
KABUPATEN SUBANG,2024,0.428,5.84,13.724999999999904,68.62,7.46
KABUPATEN PURWAKARTA,2024,0.428,5.84,13.724999999999904,77.55,7.46
KABUPATEN PURWAKARTA,2024,0.428,5.84,13.724999999999904,67.61,7.46
KABUPATEN KARAWANG,2024,0.428,5.84,13.724999999999904,76.54,7.46
KABUPATEN KARAWANG,2024,0.428,5.84,13.724999999999904,69.83,7.46
KABUPATEN BEKASI,2024,0.428,5.84,13.724999999999904,80.77,7.46
KABUPATEN BEKASI,2024,0.428,5.84,13.724999999999904,72.47,7.46
KABUPATEN BANDUNG BARAT,2024,0.428,5.84,13.724999999999904,74.91,7.46
KABUPATEN BANDUNG BARAT,2024,0.428,5.84,13.724999999999904,60.69,7.46
KABUPATEN PANGANDARAN,2024,0.428,5.84,13.724999999999904,74.0,7.46
KABUPATEN PANGANDARAN,2024,0.428,5.84,13.724999999999904,66.88,7.46
KOTA BOGOR,2024,0.428,5.84,13.724999999999904,83.1,7.46
KOTA BOGOR,2024,0.428,5.84,13.724999999999904,75.84,7.46
KOTA SUKABUMI,2024,0.428,5.84,13.724999999999904,81.49,7.46
KOTA SUKABUMI,2024,0.428,5.84,13.724999999999904,75.45,7.46
KOTA BANDUNG,2024,0.428,5.84,13.724999999999904,86.94,7.46
KOTA BANDUNG,2024,0.428,5.84,13.724999999999904,82.48,7.46
KOTA CIREBON,2024,0.428,5.84,13.724999999999904,79.95,7.46
KOTA CIREBON,2024,0.428,5.84,13.724999999999904,76.62,7.46
KOTA BEKASI,2024,0.428,5.84,13.724999999999904,87.84,7.46
KOTA BEKASI,2024,0.428,5.84,13.724999999999904,82.24,7.46
KOTA DEPOK,2024,0.428,5.84,13.724999999999904,86.99,7.46
KOTA DEPOK,2024,0.428,5.84,13.724999999999904,81.51,7.46
KOTA CIMAHI,2024,0.428,5.84,13.724999999999904,84.21,7.46
KOTA CIMAHI,2024,0.428,5.84,13.724999999999904,77.71,7.46
KOTA TASIKMALAYA,2024,0.428,5.84,13.724999999999904,78.11,7.46
KOTA TASIKMALAYA,2024,0.428,5.84,13.724999999999904,72.03,7.46
KOTA BANJAR,2024,0.428,5.84,13.724999999999904,78.54,7.46
